1	88718836122	Maintenance	123.00
2	88718836122	Loan	123.00
3	52476259274	Maintenance	123.00
4	52476259274	Loan	123.00
5	76487419411	Maintenance	123.00
6	76487419411	Loan	123.00
7	12798526842	Maintenance	123.00
8	12798526842	Loan	123.00
9	23512274635	Maintenance	123.00
10	23512274635	Loan	123.00
11	38958894691	Maintenance	123.00
12	38958894691	Loan	123.00
13	11366893555	Maintenance	123.00
14	11366893555	Loan	123.00
15	38794254125	Maintenance	123.00
16	38794254125	Loan	123.00
17	73163452124	Maintenance	123.00
18	73163452124	Loan	123.00
19	12363134893	Maintenance	123.00
20	12363134893	Loan	123.00
21	32861551964	Maintenance	123.00
22	32861551964	Loan	123.00
23	56774466176	Maintenance	123.00
24	56774466176	Loan	123.00
25	33793261833	Maintenance	123.00
26	33793261833	Loan	123.00
27	25918277486	Maintenance	123.00
28	25918277486	Loan	123.00
29	59156457937	Maintenance	123.00
30	59156457937	Loan	123.00
31	27232436911	Maintenance	123.00
32	27232436911	Loan	123.00
33	65345766547	Maintenance	123.00
34	65345766547	Loan	123.00
35	71786664625	Maintenance	123.00
36	71786664625	Loan	123.00
37	98516933126	Maintenance	123.00
38	98516933126	Loan	123.00
39	18673765624	Maintenance	123.00
40	18673765624	Loan	123.00
41	71842925799	Maintenance	123.00
42	71842925799	Loan	123.00
43	37421748691	Maintenance	123.00
44	37421748691	Loan	123.00
45	33476279691	Maintenance	123.00
46	33476279691	Loan	123.00
47	37941257181	Maintenance	123.00
48	37941257181	Loan	123.00
49	99557519431	Maintenance	123.00
50	99557519431	Loan	123.00
51	15585864322	Maintenance	123.00
52	15585864322	Loan	123.00
53	82649485666	Maintenance	123.00
54	82649485666	Loan	123.00
55	36418656955	Maintenance	123.00
56	36418656955	Loan	123.00
57	19489374824	Maintenance	123.00
58	19489374824	Loan	123.00
59	65295333994	Maintenance	123.00
60	65295333994	Loan	123.00
61	35354867763	Maintenance	123.00
62	35354867763	Loan	123.00
63	15199555972	Maintenance	123.00
64	15199555972	Loan	123.00
65	74139762149	Maintenance	123.00
66	74139762149	Loan	123.00
67	26561659989	Maintenance	123.00
68	26561659989	Loan	123.00
69	78812547347	Maintenance	123.00
70	78812547347	Loan	123.00
71	78892321482	Maintenance	123.00
72	78892321482	Loan	123.00
73	54899244665	Maintenance	123.00
74	54899244665	Loan	123.00
75	15869128851	Maintenance	123.00
76	15869128851	Loan	123.00
77	74858287286	Maintenance	123.00
78	74858287286	Loan	123.00
79	75171897484	Maintenance	123.00
80	75171897484	Loan	123.00
81	47236282524	Maintenance	123.00
82	47236282524	Loan	123.00
83	82524519776	Maintenance	123.00
84	82524519776	Loan	123.00
85	18765274374	Maintenance	123.00
86	18765274374	Loan	123.00
87	46374583968	Maintenance	123.00
88	46374583968	Loan	123.00
89	42195664656	Maintenance	123.00
90	42195664656	Loan	123.00
91	58685138192	Maintenance	123.00
92	58685138192	Loan	123.00
93	61695935258	Maintenance	123.00
94	61695935258	Loan	123.00
95	94777485478	Maintenance	123.00
96	94777485478	Loan	123.00
97	82811298136	Maintenance	123.00
98	82811298136	Loan	123.00
99	66921395418	Maintenance	123.00
100	66921395418	Loan	123.00
101	95543716692	Maintenance	123.00
102	95543716692	Loan	123.00
103	38683333413	Maintenance	123.00
104	38683333413	Loan	123.00
105	35278857292	Maintenance	123.00
106	35278857292	Loan	123.00
107	31129656422	Maintenance	123.00
108	31129656422	Loan	123.00
109	14597836299	Maintenance	123.00
110	14597836299	Loan	123.00
111	16923721667	Maintenance	123.00
112	16923721667	Loan	123.00
113	19232711227	Maintenance	123.00
114	19232711227	Loan	123.00
115	29692952613	Maintenance	123.00
116	29692952613	Loan	123.00
117	34869387196	Maintenance	123.00
118	34869387196	Loan	123.00
119	88155144712	Maintenance	123.00
120	88155144712	Loan	123.00
121	83547251335	Maintenance	123.00
122	83547251335	Loan	123.00
123	13658829335	Maintenance	123.00
124	13658829335	Loan	123.00
125	16975691567	Maintenance	123.00
126	16975691567	Loan	123.00
127	56227985683	Maintenance	123.00
128	56227985683	Loan	123.00
129	68688597779	Maintenance	123.00
130	68688597779	Loan	123.00
131	41968828192	Maintenance	123.00
132	41968828192	Loan	123.00
133	67161377496	Maintenance	123.00
134	67161377496	Loan	123.00
135	69516497384	Maintenance	123.00
136	69516497384	Loan	123.00
137	96876398396	Maintenance	123.00
138	96876398396	Loan	123.00
139	71985521761	Maintenance	123.00
140	71985521761	Loan	123.00
141	58687675586	Maintenance	123.00
142	58687675586	Loan	123.00
143	36974745471	Maintenance	123.00
144	36974745471	Loan	123.00
145	14154917189	Maintenance	123.00
146	14154917189	Loan	123.00
147	33129495396	Maintenance	123.00
148	33129495396	Loan	123.00
149	41882553553	Maintenance	123.00
150	41882553553	Loan	123.00
151	71159185328	Maintenance	123.00
152	71159185328	Loan	123.00
153	73751642973	Maintenance	123.00
154	73751642973	Loan	123.00
155	71637744556	Maintenance	123.00
156	71637744556	Loan	123.00
157	15865378884	Maintenance	123.00
158	15865378884	Loan	123.00
159	36574653731	Maintenance	123.00
160	36574653731	Loan	123.00
161	31361853281	Maintenance	123.00
162	31361853281	Loan	123.00
163	67225474149	Maintenance	123.00
164	67225474149	Loan	123.00
165	88221411782	Maintenance	123.00
166	88221411782	Loan	123.00
167	94278188177	Maintenance	123.00
168	94278188177	Loan	123.00
